drug_id	target_id
DB02059	Q9NTG7
DB02059	P13639
DB02062	P09960
DB02062	P08473
DB02063	P07477
DB02067	P34896
DB02068	P50440
DB02068	P13716
DB02069	P00918
DB02071	P45452
DB02072	P18031
DB02073	P02144
DB02073	P30043
DB02073	P09601
DB02076	P06744
DB02076	P52209
DB02077	Q8WY41
DB02077	P60323
DB02078	P06241
DB02078	P35080
DB02078	P30405
DB02079	P21549
DB02080	P14555
DB02081	P07477
DB02082	Q92930
DB02084	P07477
DB02087	P00918
DB02089	P06737
DB02090	P08254
DB02091	P24941
DB02091	P20248
DB02093	P06744
DB02096	P00813
DB02097	Q9BZX2
DB02098	P12724
DB02098	P10153
DB02098	P07998
DB02101	P15121
DB02103	P14625
DB02104	P00374
DB02105	P21964
DB02106	P10828
DB02107	Q6UWN8
DB02108	P07858
DB02109	Q8N142
DB02110	P23219
DB02110	P99999
DB02112	P07477
DB02114	Q9UNI1
DB02115	P05091
DB02116	P28482
DB02116	P24941
DB02116	P06493
DB02116	Q00535
DB02118	P39900
DB02126	P69905
DB02126	P68871
DB02131	P00326
DB02132	P15121
DB02140	P09668
DB02141	P60323
DB02142	O15382
DB02142	Q16773
DB02143	Q8WY41
DB02144	Q00169
DB02148	P07858
DB02152	Q02750
DB02152	Q9NWH9
DB02153	P32119
DB02153	P00390
DB02153	P51003
DB02155	P17612
DB02158	Q13126
DB02161	P23141
DB02162	P49773
DB02164	Q9UJM8
DB02165	P09488
DB02166	P22303
DB02169	P36873
DB02170	P68400
DB02175	P12931
DB02177	P20701
DB02180	P30419
DB02180	O60551
DB02181	P15531
DB02183	P49773
DB02185	Q6UWM7
DB02187	P14061
DB02189	P04053
DB02193	P07477
DB02193	P00749
DB02193	P00734
DB02195	Q16539
DB02196	Q14376
DB02196	Q16222
DB02196	P16442
DB02196	Q9UBQ6
DB02197	P24941
DB02198	P23219
DB02201	Q99470
DB02205	O14556
DB02207	P60321
DB02207	P60323
DB02209	P11926
DB02210	P04150
DB02210	P01112
DB02210	P04054
DB02211	P27338
DB02215	Q9UKQ2
DB02216	P07339
DB02216	P16455
DB02217	Q9NPB1
DB02218	P19961
DB02220	P00918
DB02221	P00918
DB02222	P01298
DB02226	P22303
DB02230	P01298
DB02234	P60321
DB02234	P60323
DB02235	P05067
DB02236	P22102
DB02239	P13716
DB02243	Q9UBX1
DB02249	P00326
DB02250	P61626
DB02255	Q9UKQ2
DB02255	P16112
DB02258	P13631
DB02259	P18031
DB02260	P13716
DB02261	P17900
DB02262	Q02127
DB02264	Q9Y663
DB02264	P14210
DB02264	P05230
DB02266	P23219
DB02266	P10275
DB02266	P42330
DB02266	P35354
DB02267	P04424
DB02269	P07477
DB02271	O60551
DB02272	P13716
DB02277	Q16539
DB02279	Q9UJM8
DB02281	Q13126
DB02282	Q13126
DB02285	P02792
DB02287	P07477
DB02288	P07477
DB02292	P00918
DB02296	Q693B1
DB02297	P24941
DB02299	P22459
DB02300	P11473
DB02303	Q12882
DB02306	Q9UKL6
DB02308	P35030
DB02309	P31939
DB02309	P00492
DB02310	P50579
DB02311	P62942
DB02315	P10644
DB02315	Q9UL51
DB02315	O00408
DB02318	Q16706
DB02320	P11217
DB02320	P06737
DB02322	P13501
DB02323	P14061
DB02326	P22894
DB02328	Q96IQ7
DB02329	P28845
DB02335	P60323
DB02336	P12931
DB02337	Q93088
DB02338	Q16881
DB02338	Q12882
DB02338	Q9UDR5
DB02340	P00488
DB02341	P08246
DB02341	Q9UNI1
DB02342	Q16665
DB02342	Q16678
DB02342	P21964
DB02342	P04798
DB02342	P11511
DB02343	P22303
DB02345	P15531
DB02345	Q96JM3
DB02347	P42262
DB02348	P11217
DB02350	P08254
DB02351	P00734
DB02352	Q16539
DB02352	P09960
DB02353	P13501
DB02354	P07477
DB02358	P11586
DB02359	P07900
DB02360	P08311
DB02363	P07998
DB02366	P07477
DB02367	P08254
DB02371	P09871
DB02373	P49789
DB02375	P48736
DB02376	P09848
DB02377	P30793
DB02377	P01298
DB02378	P56817
DB02379	P05162
DB02379	P04745
DB02379	P06737
DB02379	P46926
DB02379	Q701N4
DB02379	Q12851
DB02379	P35247
DB02379	P19367
DB02379	Q6L8H2
DB02379	Q9BW91
DB02379	P11217
DB02379	O60264
DB02379	P02144
DB02379	P47929
DB02379	Q7Z4J2
DB02379	P01574
DB02379	Q9BZZ2
DB02379	P19961
DB02379	O14594
DB02379	P23219
DB02379	Q6UWM7
DB02381	P05089
DB02383	P15121
DB02383	P14550
DB02383	O60218
DB02386	P28838
DB02388	P53779
DB02391	P01298
DB02393	P16118
DB02395	P15559
DB02396	P02144
DB02398	P00749
DB02400	P15559
DB02401	P07195
DB02402	Q86XF0
DB02404	P22303
DB02405	P09466
DB02407	P24941
DB02407	P20248
DB02418	P62837
DB02419	P62937
DB02420	P18031
DB02422	Q9UKM7
DB02424	P08238
DB02424	P07900
DB02426	P12235
DB02427	P00374
DB02429	P00918
DB02431	Q9BZX2
DB02432	P12931
DB02435	P07477
DB02436	P18031
DB02445	P46926
DB02447	P11217
DB02448	P04054
DB02448	Q9NZK7
DB02448	P14555
DB02449	P08254
DB02452	O00142
DB02452	P04183
DB02457	P07098
DB02458	P28161
DB02458	P09488
DB02459	P00751
DB02462	P60321
DB02463	P07477
DB02464	P07477
DB02464	P07478
DB02465	Q7L5A8
DB02466	P13631
DB02467	P20339
DB02468	P09601
DB02471	P09848
DB02471	P11217
DB02471	Q6UWM7
DB02472	P00813
DB02473	P00749
DB02477	P30419
DB02479	P00918
DB02481	P00325
DB02482	P28482
DB02482	P08100
DB02482	P50613
DB02482	P22694
DB02482	P17612
DB02482	O14965
DB02482	Q04759
DB02483	Q10588
DB02483	P00338
DB02485	Q8NFW8
DB02490	P06732
DB02491	P21802
DB02492	Q16706
DB02494	P84098
DB02494	P61313
DB02494	P62829
DB02494	P40429
DB02494	Q96L21
DB02494	P62913
DB02494	P15085
DB02494	Q9UHA3
DB02494	P62750
DB02494	Q9UNX3
DB02494	P62917
DB02494	P61927
DB02494	P39023
DB02494	P55769
DB02497	P08758
DB02498	P09874
DB02499	P05089
DB02504	P14555
DB02506	P63151
DB02506	P30153
DB02506	P62136
DB02506	Q13362
DB02506	P67775
DB02507	P11712
DB02508	P14324
DB02509	P27338
DB02510	P07814
DB02512	P04075
DB02512	P05062
DB02515	P16118
DB02515	P05062
DB02518	P15121
DB02519	P11217
DB02526	P07477
DB02526	P00749
DB02527	P31323
DB02527	Q9UL51
DB02527	P10644
DB02528	P02144
DB02530	P50440
DB02532	P0CG22
DB02533	P60321
DB02535	P00918
DB02538	P24941
DB02539	P60321
DB02541	P35030
DB02542	P0CG47
DB02545	Q96RI1
DB02546	Q9UBN7
DB02546	O15379
DB02546	Q92769
DB02546	Q13547
DB02547	O60547
DB02548	P06744
DB02550	P07900
DB02551	P00749
DB02552	P14324
DB02552	O95749
DB02553	P00390
DB02555	P60568
DB02556	Q16773
DB02556	P06850
DB02557	P08473
DB02558	P08473
DB02559	P00374
DB02562	P00439
DB02563	P30084
DB02565	Q9BY41
DB02568	P01298
DB02569	P15531
DB02570	P04632
DB02573	P07998
DB02580	P35080
DB02581	P60568
DB02583	P00374
DB02585	P35030
DB02587	O95622
DB02587	Q08462
DB02587	Q5JWF2
DB02589	P60323
DB02594	O00142
DB02596	Q96T66
DB02597	P08473
DB02598	P19021
DB02602	P00918
DB02603	P24941
DB02604	P11217
DB02607	P15531
DB02610	P00918
DB02611	P17612
DB02613	Q02127
DB02613	P54317
DB02615	P03372
DB02615	P18031
DB02616	P00813
DB02620	P18031
DB02621	P68133
DB02621	P06396
DB02622	P18031
DB02623	P60953
DB02624	P19634
DB02628	P98170
DB02633	P15559
DB02633	P09211
DB02635	O15382
DB02636	Q9NZK7
DB02637	P35270
DB02637	O75390
DB02638	P30518
DB02638	P47901
DB02638	P37288
DB02640	P50579
DB02643	P27338
DB02643	P05019
DB02644	Q8WY41
DB02644	P60321
DB02646	P02144
DB02647	P24941
DB02648	Q9UKG9
DB02648	P43155
DB02651	P18031
DB02652	P15085
DB02656	P48736
DB02656	P11309
DB02659	P62508
DB02659	Q02221
DB02659	P22830
DB02659	P23141
DB02659	P00326
DB02659	P24310
DB02659	P00403
DB02659	P51161
DB02659	P04054
DB02659	P24311
DB02659	P13073
DB02659	Q6VIM0
DB02659	P20674
DB02659	P14854
DB02659	 P23219
DB02659	P10176
DB02659	P15954
DB02659	P10606
DB02659	P09669
DB02660	Q07343
DB02661	O43252
DB02662	P18031
DB02665	P07477
DB02670	O60264
DB02671	P02144
DB02673	P22303
DB02676	Q08499
DB02678	P47929
DB02679	P00918
DB02681	P61024
DB02684	P07814
DB02685	P07858
DB02689	P05089
DB02690	P09874
DB02691	P51161
DB02692	Q8WY41
DB02692	P60323
DB02692	P60321
DB02692	P00439
DB02696	P15291
DB02697	P08254
DB02697	P45452
DB02701	P09874
DB02701	Q10588
DB02701	P00338
DB02701	Q9NXA8
DB02705	P00749
DB02709	P16083
DB02709	P23219
DB02709	P68400
DB02709	P35354
DB02710	P80188
DB02712	P15121
DB02714	P07998
DB02715	P03372
DB02716	P06730
DB02719	P11217
DB02720	P11217
DB02721	P07327
DB02721	P00325
DB02721	P00326
DB02723	P00734
DB02726	P13929
DB02726	P30613
DB02726	P09104
DB02726	P60174
DB02726	P14618
DB02727	Q8WY41
DB02728	P14174
DB02730	P19961
DB02731	P55809
DB02733	P11802
DB02733	P78362
DB02733	P28482
DB02733	P24941
DB02733	P27361
DB02735	P08842
DB02740	P61769
DB02740	P04439
DB02740	P01850
DB02741	P13631
DB02742	Q9UKM7
DB02742	Q16706
DB02744	P07477
DB02745	P62312
DB02750	Q7Z2Z2
DB02751	Q14353
DB02754	P08238
DB02754	P07900
DB02755	P20645
DB02757	P00326
DB02758	Q9NZK7
DB02759	P61626
DB02761	Q16762
DB02762	P12931
DB02763	P29460
DB02767	O00206
DB02767	Q9Y6Y9
DB02772	Q9Y3I0
DB02772	P61626
DB02772	P68133
DB02773	P23219
DB02774	P84077
DB02778	P09467
DB02779	Q06124
DB02783	P00505
DB02784	P18031
DB02789	O00204
DB02795	P04054
DB02795	Q9NZK7
DB02796	P01298
DB02800	P34896
DB02803	Q693B1
DB02805	P07998
DB02812	P07477
DB02813	P07686
DB02818	P42262
DB02820	Q99714
DB02821	P04181
DB02822	P00326
DB02824	P11926
DB02824	P34896
DB02825	P22303
DB02827	P18031
DB02830	P00813
DB02831	Q7Z4W1
DB02833	P24941
DB02833	P20248
DB02834	P15121
DB02835	P36871
DB02837	P11226
DB02838	P14920
DB02840	P07900
DB02843	P11217
DB02845	P22303
DB02846	P08758
DB02848	P09467
DB02850	P32754
DB02852	Q13002
DB02854	P01859
DB02854	Q8NBQ5
DB02854	Q06520
DB02855	P07858
DB02857	P01298
DB02859	O00763
DB02860	P36873
DB02861	P00918
DB02866	P00918
DB02868	P0DP23
DB02869	P43235
DB02869	O60911
DB02871	P00326
DB02872	Q00987
DB02873	Q16539
DB02875	P07477
DB02877	P10826
DB02878	P13716
DB02887	P15531
DB02888	P62942
DB02890	P11172
DB02893	P50579
DB02894	P00918
DB02895	P00390
DB02898	P24941
DB02900	P11717
DB02900	P20645
DB02901	P10275
DB02902	P49888
DB02908	P12931
DB02910	P30084
DB02910	P42126
DB02910	P11310
DB02911	P60323
DB02915	P24941
DB02915	P20248
DB02917	Q9BY41
DB02918	Q08499
DB02919	P00374
DB02924	Q8WX39
DB02925	Q13621
DB02929	P08758
DB02930	P16118
DB02931	Q16613
DB02932	P10275
DB02933	Q13126
DB02935	P14625
DB02936	P14555
DB02938	P04054
DB02942	Q15075
DB02950	P24941
DB02950	P06493
DB02950	Q00535
DB02952	P01303
DB02952	P06850
DB02953	P22894
DB02963	P24941
DB02964	P11217
DB02966	P42262
DB02967	Q9UBD9
DB02973	P24941
DB02974	P20813
DB02977	P18031
DB02979	P60323
DB02983	Q9UBD9
DB02983	Q92731
DB02984	Q16539
DB02986	P00918
DB02987	P00973
DB02987	P07998
DB02988	P14920
DB02989	P07477
DB02991	Q8WY41
DB02994	P11488
DB02994	P15121
DB02994	P60323
DB02996	Q9UKQ2
DB02998	P10275
DB02998	Q15596
DB02998	P06401
DB02999	P42262
DB02999	Q13002
DB03003	P08263
DB03003	P09211
DB03003	Q03013
DB03005	P22303
DB03006	P61626
DB03008	Q16706
DB03010	P0DPH7
DB03010	Q9H4B7
DB03010	Q71U36
DB03010	P68363
DB03010	Q9NY65
DB03010	P04350
DB03010	Q9BQE3
DB03010	P68371
DB03010	Q13509
DB03010	P68366
DB03010	P07437
DB03012	P15085
DB03013	P61626
DB03013	P15291
DB03015	P00813
DB03016	P07477
DB03019	P24941
DB03020	P00326
DB03021	P68133
DB03023	P12931
DB03023	P07948
DB03023	P06239
DB03024	Q693B1
DB03026	P60174
DB03028	P07339
DB03032	Q03013
DB03033	P08254
DB03033	P45452
DB03035	P68400
DB03039	P00918
DB03040	P02788
DB03041	O94766
DB03042	P06744
DB03044	Q16539
DB03046	P00749
DB03048	Q12882
DB03052	P24557
DB03056	P23141
DB03058	P00746
DB03059	Q16836
DB03059	P16219
DB03059	P30084
DB03060	P00374
DB03061	P00326
DB03062	P30419
DB03064	Q9UJM8
DB03065	P60323
DB03067	P11217
DB03070	P12268
DB03072	P09874
DB03073	P09874
DB03078	P12931
DB03080	P07900
DB03081	P07477
DB03082	P00749
DB03083	P78368
DB03084	P53779
DB03085	P11413
DB03086	P50579
DB03087	Q8WX39
DB03088	O43612
DB03088	Q701N4
DB03088	P19961
DB03088	P15692
DB03088	Q03403
DB03088	P0CG04
DB03088	Q9UKQ2
DB03088	P03950
DB03088	P04745
DB03092	P19961
DB03092	P04745
DB03093	P07900
DB03095	Q14376
DB03096	P07339
DB03100	P60321
DB03100	P60323
DB03101	P01298
DB03102	P18031
DB03103	P15531
DB03104	P12931
DB03106	P04062
DB03106	O14735
DB03109	Q13231
DB03110	Q16539
DB03114	P12931
DB03115	Q02750
DB03120	P61626
DB03120	P09668
DB03121	P14555
DB03124	P42574
DB03125	P00374
DB03126	Q7Z406
DB03127	Q9Y5Y6
DB03127	P07477
DB03127	P42126
DB03127	P68400
DB03127	P35030
DB03127	O00244
DB03127	P00749
DB03127	P07478
DB03127	Q92876
DB03128	P22303
DB03129	P35030
DB03130	Q04760
DB03132	P60174
DB03133	P11217
DB03135	P60174
DB03136	P07477
DB03136	P00749
DB03136	P00734
DB03137	P07900
DB03144	P05089
DB03144	Q8WY41
DB03144	P60321
DB03144	P60323
DB03147	Q86YB8
DB03147	P21397
DB03147	P11310
DB03147	P09622
DB03147	Q9UKU7
DB03147	P16219
DB03147	Q9UHQ9
DB03147	P22570
DB03147	P15559
DB03147	Q16881
DB03147	P14920
DB03147	P55789
DB03147	P26440
DB03147	Q96RQ9
DB03147	P16083
DB03147	Q12882
DB03147	P00390
DB03147	O95831
DB03147	P16435
DB03147	P47989
DB03147	Q92947
DB03147	Q15067
DB03147	P00387
DB03147	Q8WY41
DB03149	P23946
DB03150	P23919
DB03152	Q08188
DB03152	P08100
DB03153	P00492
DB03154	P18031
DB03155	P07998
DB03158	P32019
DB03159	P07477
DB03159	P00749
DB03159	P00734
DB03169	P04035
DB03173	P07477
DB03175	P61626
DB03176	P10828
DB03176	P10827
DB03179	Q86VU5
DB03181	P10828
DB03182	O75390
DB03183	Q08499
DB03186	P07998
DB03187	P23434
DB03189	P61626
DB03191	Q00266
DB03192	P51659
DB03193	Q9UNK4
DB03194	P11226
DB03195	P23919
DB03201	P15085
DB03202	Q9UNI1
DB03203	Q9NZD2
DB03203	P15151
DB03206	Q9UKM7
DB03207	P22894
DB03213	P07477
DB03214	Q96RQ9
DB03214	Q96QU6
DB03216	P23526
DB03217	P12931
DB03218	P11217
DB03220	P00813
DB03221	P00918
DB03222	P06746
DB03223	P13639
DB03225	P14920
DB03226	P01112
DB03226	P00326
DB03227	Q96T66
DB03227	Q10588
DB03227	Q9HAN9
DB03233	P23919
DB03240	P42262
DB03243	P07477
DB03245	Q92947
DB03247	O75676
DB03247	Q02127
DB03247	Q9NYQ3
DB03247	Q969G6
DB03247	Q9NVS9
DB03247	Q96CD2
DB03247	O00141
DB03247	Q9UJM8
DB03247	Q12882
DB03247	P16435
DB03247	P30043
DB03247	Q8WY41
DB03250	P11217
DB03251	P07477
DB03253	P27487
DB03256	O95954
DB03262	P00918
DB03267	P35558
DB03268	P12931
DB03270	P00918
DB03273	P23526
DB03276	P62993
DB03277	P19961
DB03279	P13631
DB03280	P23919
DB03283	P22303
DB03286	P11217
DB03288	P06737
DB03292	P78330
DB03294	P00918
DB03297	P04179
DB03297	P05981
DB03297	P23946
DB03298	P12931
DB03305	P60323
DB03306	P12931
DB03307	P24941
DB03309	O00204
DB03309	P19622
DB03310	P00390
DB03310	P28161
DB03311	P18031
DB03314	P60174
DB03314	P09488
DB03316	Q9Y6I3
DB03316	P10600
DB03316	Q9Y275
DB03317	P99999
DB03319	P42262
DB03323	P19961
DB03326	P07998
DB03328	P47989
DB03329	P07858
DB03330	Q04760
DB03331	O14556
DB03332	P60323
DB03333	P00918
DB03336	P21964
DB03337	P07477
DB03338	Q03181
DB03338	P62942
DB03341	Q16613
DB03344	O43739
DB03345	Q96GD3
DB03345	P09382
DB03345	P01009
DB03345	Q04760
DB03345	Q9NVS9
DB03346	P49888
DB03348	P22303
DB03349	P49773
DB03349	Q07343
DB03351	P00374
DB03354	P11217
DB03359	P22303
DB03365	P24941
DB03367	P39900
DB03368	P08254
DB03370	P00813
DB03372	P60568
DB03373	P07477
DB03374	P07477
DB03374	Q6PHW0
DB03374	P17612
DB03374	P61925
DB03376	P07814
DB03379	P60174
DB03380	Q86WA6
DB03380	P01303
DB03381	P07108
DB03381	P08100
DB03382	Q5JRX3
DB03382	P00441
DB03383	P11217
DB03384	P55210
DB03385	P02144
DB03385	P35218
DB03385	P00918
DB03389	P09848
DB03390	P15309
DB03392	P11217
DB03393	P62937
DB03395	Q693B1
DB03396	P50579
DB03397	Q14376
DB03397	Q16222
DB03397	Q9UBQ6
DB03397	P26572
DB03399	P02144
DB03401	Q01082
DB03401	P51178
DB03401	P23677
DB03401	Q9Y6I3
DB03401	Q99418
DB03401	P35241
DB03401	Q14643
DB03403	Q9BZX2
DB03403	P30085
DB03405	P43235
DB03408	P48637
DB03413	P33316
DB03414	Q16706
DB03415	P11310
DB03417	P07477
DB03419	Q9NWZ5
DB03419	Q12882
DB03424	P09960
DB03425	Q13002
DB03428	P24941
DB03428	P06493
DB03428	Q00535
DB03429	P12235
DB03430	Q6UWM7
DB03434	P22749
DB03435	P30085
DB03435	P46976
DB03435	O94766
DB03435	P16442
DB03435	Q9UBQ6
DB03435	Q9P2W7
DB03435	Q7Z4J2
DB03439	P04745
DB03441	P15085
DB03442	P31939
DB03443	P07477
DB03444	P49841
DB03447	P07998
DB03448	P34096
DB03448	P07998
DB03449	Q8WY41
DB03449	P60321
DB03451	P11473
DB03453	P60568
DB03455	P60568
DB03456	P43235
DB03459	Q05682
DB03461	P04035
DB03461	Q04828
DB03461	Q92506
DB03461	P15121
DB03461	P52895
DB03461	P48163
DB03461	P22570
DB03461	Q08257
DB03461	P00325
DB03461	P00374
DB03461	O60218
DB03461	P11413
DB03461	Q14914
DB03461	O75874
DB03461	P40925
DB03461	P14061
DB03461	P16435
DB03461	P35270
DB03461	P11586
DB03461	P30043
DB03461	P42330
DB03461	Q7Z4W1
DB03461	Q13423
DB03461	P0CG22
DB03461	P28845
DB03461	P14550
DB03461	Q8WY41
DB03465	P13929
DB03466	P13631
DB03468	Q9UBM1
DB03471	P14555
DB03476	P00749
DB03477	P35354
DB03478	Q9NXA8
DB03479	P11217
DB03480	Q02127
DB03483	P18031
DB03484	P08758
DB03485	P02788
DB03486	Q8WVQ1
DB03487	P61626
DB03490	P24941
DB03491	P15531
DB03494	P07477
DB03496	P06493
DB03496	P50750
DB03496	P11802
DB03496	P00533
DB03496	P11217
DB03496	Q00534
DB03496	P49336
DB03496	P24941
DB03496	P50613
DB03496	Q00535
DB03499	O75390
DB03499	P23368
DB03501	Q14376
DB03501	P15291
DB03501	P16442
DB03504	P07900
DB03506	P07741
DB03507	P19438
DB03509	P09874
DB03510	Q8N142
DB03512	P07998
DB03516	P47989
DB03516	Q12882
DB03516	Q06278
DB03519	P00480
DB03523	Q02127
DB03525	P12931
DB03526	P00918
DB03531	P14920
DB03535	Q5JRX3
DB03536	Q9UBX1
DB03539	Q13231
DB03541	P16083
DB03541	P0CG22
DB03541	P04818
DB03542	P29218
DB03546	P22102
DB03551	P01298
DB03552	P07101
DB03554	Q12882
DB03555	P07477
DB03557	P18031
DB03559	P08319
DB03559	P00326
DB03565	P04054
DB03566	Q16881
DB03572	P00813
DB03573	Q9UBX1
DB03575	Q99720
DB03575	Q8TCU5
DB03577	P15309
DB03581	P06744
DB03583	P24941
DB03585	Q9NZK7
DB03587	P04054
DB03588	P07858
DB03589	P23368
DB03591	P12931
DB03593	Q96C86
DB03594	P00918
DB03595	P07477
DB03596	P00918
DB03597	O76074
DB03597	Q03013
DB03598	P00918
DB03600	Q9NZD2
DB03600	P09958
DB03602	Q04760
DB03604	P10828
DB03606	Q07343
DB03608	P07477
DB03608	P19801
DB03608	P30044
DB03609	P01298
DB03611	Q00266
DB03612	Q16836
DB03615	P07237
DB03616	P68133
DB03621	P62942
DB03622	P22894
DB03623	P53779
DB03626	P15559
DB03628	P12931
DB03632	Q13231
DB03633	P04054
DB03633	P17900
DB03635	P02775
DB03636	P22894
DB03637	P35030
DB03639	P49366
DB03642	P43235
DB03643	P07477
DB03643	P05981
DB03645	P13929
DB03650	P11309
DB03657	P11217
DB03660	P27487
DB03661	P30305
DB03661	P18031
DB03663	P24941
DB03664	P30085
DB03666	P23919
DB03667	P23219
DB03670	P18031
DB03672	P06276
DB03673	P00439
DB03677	P34913
DB03680	P23368
DB03680	Q16798
DB03683	P14780
DB03685	Q9NWZ5
DB03685	Q96AZ6
DB03685	P15291
DB03685	Q7Z4J2
DB03685	P62312
DB03686	P09211
DB03690	Q00169
DB03691	Q9UBX1
DB03693	P78368
DB03695	P00374
DB03696	P48449
DB03697	P00918
DB03702	Q9UNI1
DB03703	P00325
DB03704	P11766
DB03706	Q03013
DB03707	Q8WY41
DB03707	P60323
DB03708	O43252
DB03709	P00747
DB03710	Q8WY41
DB03711	Q8WX39
DB03712	P12931
DB03714	P18031
DB03719	P14625
DB03721	Q9BZZ2
DB03721	P49908
DB03721	P05451
DB03721	P16581
DB03721	P11226
DB03722	P09874
DB03725	P35558
DB03726	P07998
DB03727	P06132
DB03729	P00749
DB03731	P78540
DB03731	P05089
DB03732	Q10588
DB03736	Q693B1
DB03737	P24941
DB03738	Q96CD2
DB03740	P22303
DB03740	P12821
DB03740	Q9Y286
DB03740	P04062
DB03742	P03372
DB03744	P06737
DB03747	P07686
DB03749	P07900
DB03752	P23219
DB03753	P23219
DB03754	P15692
DB03754	Q8WVQ1
DB03754	P17707
DB03754	P07585
DB03757	Q9UNI1
DB03758	P08238
DB03758	Q15120
DB03758	P10515
DB03758	P14625
DB03759	P42262
DB03760	Q15120
DB03760	P23434
DB03760	P10515
DB03765	P07998
DB03766	Q9NQX3
DB03767	P25774
DB03769	P23526
DB03772	P16442
DB03777	P41743
DB03777	O15530
DB03777	P11309
DB03781	O00763
DB03782	P00749
DB03783	P23219
DB03784	P14555
DB03788	P10828
DB03791	P55055
DB03792	P07998
DB03793	P14920
DB03793	P52758
DB03793	P51151
DB03793	P30044
DB03796	O76054
DB03796	P08100
DB03796	P09466
DB03796	P10632
DB03796	P50897
DB03796	P02689
DB03796	P00709
DB03800	P04818
DB03801	P24941
DB03802	P03372
DB03805	Q02127
DB03807	Q07343
DB03809	P07900
DB03814	Q6NXR0
DB03814	P15291
DB03814	P23946
DB03814	P09211
DB03814	Q8IWL2
DB03814	P04424
DB03814	P30041
DB03814	P22303
DB03814	P09417
DB03814	P36405
DB03814	P28845
DB03824	Q9UBM1
DB03828	P12931
DB03832	Q9UKG9
DB03835	P11217
DB03837	P25774
DB03841	P47989
DB03844	P00918
DB03845	P23919
DB03847	P00734
DB03847	P02818
DB03847	Q9BQ89
DB03848	P55055
DB03850	P68133
DB03856	P11926
DB03860	Q92731
DB03861	P07686
DB03864	Q5JRX3
DB03865	P07477
DB03865	P00749
DB03865	P00734
DB03865	P05981
DB03866	P35354
DB03867	P00390
DB03876	P07477
DB03876	P00749
DB03877	P00918
DB03878	P00519
DB03879	P11226
DB03880	Q9UNA0
DB03880	P22894
DB03880	P39900
DB03880	Q9UKQ2
DB03880	P51512
DB03881	P01298
DB03882	Q92731
DB03884	Q9UJM8
DB03886	P35270
DB03886	P00374
DB03886	Q03393
DB03889	Q16775
DB03890	Q9UNI1
DB03891	P43235
DB03892	Q8WY41
DB03893	P04406
DB03894	P27338
DB03896	P51003
DB03899	P07900
DB03900	P60174
DB03900	P50579
DB03900	P07998
DB03900	P0DP23
DB03902	P12931
DB03903	P68133
DB03904	P35222
DB03904	P05089
DB03904	P00918
DB03906	P09601
DB03907	P21964
DB03909	P06213
DB03909	O00764
DB03909	P00558
DB03909	O14983
DB03910	P60323
DB03918	P60323
DB03921	P36897
DB03923	Q86VU5
DB03924	P68400
DB03925	P08246
DB03925	Q9UNI1
DB03928	Q96IQ7
DB03929	Q05586
DB03929	P29508
DB03929	P23415
DB03932	P20701
DB03934	P99999
DB03935	P08758
DB03935	P09038
DB03937	P06744
DB03940	P00338
DB03940	P07195
DB03944	P63316
DB03945	P02741
DB03945	Q96BH3
DB03948	P12268
DB03948	P20839
DB03950	P00918
DB03951	P46926
DB03953	P60321
DB03955	Q16706
DB03956	P51178
DB03957	P60568
DB03958	Q96C86
DB03959	P08758
DB03959	P14210
DB03959	Q9Y663
DB03959	P09038
DB03959	P05230
DB03962	P52209
DB03963	Q9Y678
DB03963	Q13426
DB03963	O60603
DB03963	P60323
DB03964	Q99798
DB03967	P61626
DB03968	Q693B1
DB03974	P60323
DB03975	P00918
DB03976	P07477
DB03976	P17538
DB03976	P07478
DB03977	P0DP23
DB03977	P99999
DB03978	P54577
DB03980	Q16539
DB03981	P08758
DB03981	P09038
DB03981	Q9Y663
DB03982	P18031
DB03983	P51687
DB03984	P25774
DB03987	P00374
DB03996	P52732
DB04000	P42262
DB04001	P18031
DB04002	P00918
DB04003	P06239
DB04005	Q9BZX2
DB04006	P24941
DB04008	P07477
DB04009	P00167
DB04010	P09874
DB04012	P62942
DB04013	P11217
DB04014	P49841
DB04014	P06493
DB04014	Q00535
DB04016	P08311
DB04016	P23946
DB04017	P21397
DB04018	P60323
DB04020	Q92731
DB04021	P22303
DB04027	P06732
DB04036	P26440
DB04043	P80188
DB04044	P11217
DB04048	P32119
DB04050	P02144
DB04054	P07900
DB04055	P11217
DB04057	P31939
DB04058	P15085
DB04059	P00749
DB04065	P07327
DB04066	Q14914
DB04068	P15531
DB04069	P53355
DB04071	P00326
DB04072	Q99798
DB04074	O15382
DB04076	P01298
DB04077	P84077
DB04077	Q9NPH2
DB04077	P17050
DB04077	P37173
DB04077	P09211
DB04077	P00325
DB04077	O43252
DB04077	O60760
DB04077	Q9NZK7
DB04077	Q14643
DB04077	P09466
DB04079	P08100
DB04080	P12931
DB04081	P00918
DB04083	P11217
DB04083	P21549
DB04083	P11926
DB04083	Q16773
DB04088	P18031
DB04089	P00918
DB04090	P15559
DB04091	P11226
DB04094	P62942
DB04098	P17612
DB04099	Q96T66
DB04099	Q9HAN9
DB04101	P24941
DB04105	P00325
DB04106	Q16881
DB04107	P07477
DB04108	P50579
DB04109	P35030
DB04112	P14555
DB04113	P00326
DB04114	P22303
DB04117	P30084
DB04119	P22314
DB04119	Q9UQM7
